date,value
2018-02-11,8.92
2018-02-12,10.7
2018-02-13,10.1
2018-02-14,10.84
2018-02-15,10.44
2018-02-16,10.53
2018-02-17,10.1
2018-02-18,9.6
2018-02-19,10.83
2018-02-20,10.69
2018-02-21,10.8
2018-02-22,10.59
2018-02-23,10.69
2018-02-24,11.1
2018-02-25,10.31
2018-02-26,10.84
2018-02-27,10.76
2018-02-28,11.01
2018-03-01,11.56
2018-03-02,11.14
2018-03-03,10.83
2018-03-04,10.06
2018-03-05,10.82
2018-03-06,10.98
2018-03-07,11.09
2018-03-08,10.77
2018-03-09,10.84
2018-03-10,9.71
2018-03-11,8.81
2018-03-12,10.8
2018-03-13,11.01
2018-03-14,10.79
2018-03-15,10.83
2018-03-16,10.93
2018-03-17,11.04
2018-03-18,10.41
2018-03-19,11.54
2018-03-20,11.76
2018-03-21,11.97
2018-03-22,11.85
2018-03-23,11.55
2018-03-24,11.21
2018-03-25,10.74
2018-03-26,11.27
2018-03-27,11.75
2018-03-28,11.69
2018-03-29,11.38
2018-03-30,10.84
2018-03-31,11.0
2018-04-01,10.78
2018-04-02,11.26
2018-04-03,11.85
2018-04-04,12.36
2018-04-05,12.2
2018-04-06,12.09
2018-04-07,12.28
2018-04-08,11.18
2018-04-09,11.83
2018-04-10,12.53
2018-04-11,12.71
2018-04-12,12.71
2018-04-13,12.45
2018-04-14,11.52
2018-04-15,11.31
2018-04-16,12.55
2018-04-17,12.64
2018-04-18,12.89
2018-04-19,12.74
2018-04-20,12.82
2018-04-21,13.09
2018-04-22,11.42
2018-04-23,12.72
2018-04-24,12.81
2018-04-25,12.5
2018-04-26,13.11
2018-04-27,13.13
2018-04-28,12.77
2018-04-29,12.29
2018-04-30,13.03
2018-05-01,12.38
2018-05-02,13.27
2018-05-03,13.7
2018-05-04,13.77
2018-05-05,12.92
2018-05-06,12.23
2018-05-07,14.07
2018-05-08,14.28
2018-05-09,14.28
2018-05-10,14.27
2018-05-11,14.28
2018-05-12,13.68
2018-05-13,13.9
2018-05-14,14.71
2018-05-15,14.48
2018-05-16,14.48
2018-05-17,14.54
2018-05-18,14.74
2018-05-19,13.85
2018-05-20,13.87
2018-05-21,14.78
2018-05-22,14.91
2018-05-23,14.98
2018-05-24,15.01
2018-05-25,14.97
2018-05-26,14.4
2018-05-27,14.07
2018-05-28,14.95
2018-05-29,15.01
2018-05-30,15.34
2018-05-31,15.19
2018-06-01,15.43
2018-06-02,14.55
2018-06-03,14.81
2018-06-04,15.22
2018-06-05,15.48
2018-06-06,15.82
2018-06-07,15.76
2018-06-08,15.61
2018-06-09,15.04
2018-06-10,14.73
2018-06-11,15.68
2018-06-12,15.9
2018-06-13,15.96
2018-06-14,16.16
2018-06-15,14.96
2018-06-16,14.62
2018-06-17,15.02
2018-06-18,15.82
2018-06-19,15.92
2018-06-20,16.37
2018-06-21,16.23
2018-06-22,16.26
2018-06-23,15.39
2018-06-24,15.38
2018-06-25,16.2
2018-06-26,16.24
2018-06-27,16.26
2018-06-28,16.33
2018-06-29,16.29
2018-06-30,15.2
2018-07-01,15.01
2018-07-02,16.22
2018-07-03,16.47
2018-07-04,16.43
2018-07-05,16.53
2018-07-06,16.81
2018-07-07,16.02
2018-07-08,15.59
2018-07-09,16.67
2018-07-10,16.83
2018-07-11,16.96
2018-07-12,16.76
2018-07-13,16.42
2018-07-14,15.76
2018-07-15,15.32
2018-07-16,16.34
2018-07-17,16.88
2018-07-18,16.68
2018-07-19,16.73
2018-07-20,16.67
2018-07-21,15.81
2018-07-22,15.8
2018-07-23,16.91
2018-07-24,17.11
2018-07-25,17.48
2018-07-26,17.52
2018-07-27,17.56
2018-07-28,16.67
2018-07-29,16.83
2018-07-30,17.19
2018-07-31,17.49
2018-08-01,17.5
2018-08-02,17.55
2018-08-03,17.11
2018-08-04,16.45
2018-08-05,16.22
2018-08-06,17.46
2018-08-07,16.45
2018-08-08,16.7
2018-08-09,17.09
2018-08-10,17.31
2018-08-11,16.34
2018-08-12,16.14
2018-08-13,16.99
2018-08-14,16.82
2018-08-15,16.67
2018-08-16,16.47
2018-08-17,16.64
2018-08-18,16.43
2018-08-19,16.14
2018-08-20,16.58
2018-08-21,17.13
2018-08-22,16.11
2018-08-23,16.78
2018-08-24,16.67
2018-08-25,16.79
2018-08-26,16.21
2018-08-27,16.46
2018-08-28,16.5
2018-08-29,16.7
2018-08-30,16.7
2018-08-31,16.76
2018-09-01,16.23
2018-09-02,16.49
2018-09-03,16.62
2018-09-04,16.41
2018-09-05,16.43
2018-09-06,16.78
2018-09-07,16.68
2018-09-08,16.42
2018-09-09,16.05
2018-09-10,16.3
2018-09-11,16.75
2018-09-12,16.87
2018-09-13,17.04
2018-09-14,16.93
2018-09-15,16.46
2018-09-16,15.55
2018-09-17,16.9
2018-09-18,16.63
2018-09-19,16.89
2018-09-20,15.99
2018-09-21,16.23
2018-09-22,16.27
2018-09-23,15.95
2018-09-24,16.85
2018-09-25,16.91
2018-09-26,16.99
2018-09-27,16.94
2018-09-28,17.08
2018-09-29,16.08
2018-09-30,15.98
2018-10-01,16.49
2018-10-02,15.51
2018-10-03,16.57
2018-10-04,16.58
2018-10-05,16.35
2018-10-06,16.45
2018-10-07,15.9
2018-10-08,16.73
2018-10-09,16.74
2018-10-10,16.61
2018-10-11,16.76
2018-10-12,16.55
2018-10-13,15.98
2018-10-14,15.84
2018-10-15,17.08
2018-10-16,17.09
2018-10-17,17.52
2018-10-18,16.3
2018-10-19,16.11
2018-10-20,16.31
2018-10-21,15.91
2018-10-22,17.84
2018-10-23,18.0
2018-10-24,17.17
2018-10-25,17.64
2018-10-26,17.8
2018-10-27,16.7
2018-10-28,16.92
2018-10-29,17.58
2018-10-30,17.82
2018-10-31,17.7
2018-11-01,17.81
2018-11-02,17.89
2018-11-03,17.41
2018-11-04,16.96
2018-11-05,17.72
2018-11-06,16.87
2018-11-07,16.98
2018-11-08,17.8
2018-11-09,17.84
2018-11-10,16.8
2018-11-11,17.51
2018-11-12,17.95
2018-11-13,17.38
2018-11-14,16.89
2018-11-15,17.62
2018-11-16,16.89
2018-11-17,16.58
2018-11-18,16.14
2018-11-19,17.08
2018-11-20,16.57
2018-11-21,16.47
2018-11-22,17.07
2018-11-23,16.5
2018-11-24,16.27
2018-11-25,15.55
2018-11-26,16.65
2018-11-27,16.77
2018-11-28,16.87
2018-11-29,16.42
2018-11-30,16.37
2018-12-01,15.43
2018-12-02,15.22
2018-12-03,16.19
2018-12-04,16.24
2018-12-05,15.71
2018-12-06,15.24
2018-12-07,15.5
2018-12-08,14.03
2018-12-09,14.82
2018-12-10,15.25
2018-12-11,15.49
2018-12-12,15.37
2018-12-13,15.33
2018-12-14,14.76
2018-12-15,13.02
2018-12-16,13.26
2018-12-17,14.46
2018-12-18,14.29
2018-12-19,14.07
2018-12-20,14.19
2018-12-21,13.35
2018-12-22,13.54
2018-12-23,13.56
2018-12-24,13.56
2018-12-25,14.2
2018-12-26,13.62
2018-12-27,13.86
2018-12-28,13.82
2018-12-29,13.18
2018-12-30,12.59
2018-12-31,13.49
2019-01-01,12.96
2019-01-02,12.98
2019-01-03,12.73
2019-01-04,13.63
2019-01-05,13.28
2019-01-06,11.71
2019-01-07,13.23
2019-01-08,12.47
2019-01-09,12.46
2019-01-10,12.88
2019-01-11,12.64
2019-01-12,12.02
2019-01-13,10.91
2019-01-14,12.15
2019-01-15,12.03
2019-01-16,12.33
2019-01-17,12.12
2019-01-18,12.48
2019-01-19,12.71
2019-01-20,11.54
2019-01-21,12.14
2019-01-22,12.2
2019-01-23,12.28
2019-01-24,12.69
2019-01-25,12.45
2019-01-26,11.64
2019-01-27,11.52
2019-01-28,11.9
2019-01-29,12.48
2019-01-30,12.46
2019-01-31,12.55
2019-02-01,12.25
2019-02-02,11.8
2019-02-03,11.74
2019-02-04,11.67
2019-02-05,12.28
2019-02-06,12.16
2019-02-07,12.34
2019-02-08,12.0
2019-02-09,11.32
2019-02-10,10.35
2019-02-11,12.14
2019-02-12,11.86
2019-02-13,12.0
2019-02-14,12.07
2019-02-15,12.08
2019-02-16,12.3
2019-02-17,10.57
2019-02-18,11.98
2019-02-19,12.83
2019-02-20,11.69
2019-02-21,11.19
2019-02-22,11.79
2019-02-23,11.47
2019-02-24,10.86
2019-02-25,11.14
2019-02-26,11.29
2019-02-27,11.22
2019-02-28,11.31
2019-03-01,11.51
2019-03-02,11.24
2019-03-03,10.26
2019-03-04,11.39
2019-03-05,11.09
2019-03-06,10.82
2019-03-07,10.86
2019-03-08,11.23
2019-03-09,10.43
2019-03-10,11.11
2019-03-11,10.65
2019-03-12,11.1
2019-03-13,10.91
2019-03-14,10.86
2019-03-15,10.89
2019-03-16,10.8
2019-03-17,10.07
2019-03-18,10.72
2019-03-19,10.39
2019-03-20,10.99
2019-03-21,11.88
2019-03-22,11.29
2019-03-23,11.07
2019-03-24,9.26
2019-03-25,10.92
2019-03-26,11.08
2019-03-27,11.19
2019-03-28,11.2
2019-03-29,11.15
2019-03-30,11.1
2019-03-31,11.04
2019-04-01,11.34
2019-04-02,11.34
2019-04-03,11.32
2019-04-04,11.41
2019-04-05,11.3
2019-04-06,10.6
2019-04-07,9.8
2019-04-08,11.7
2019-04-09,11.83
2019-04-10,12.03
2019-04-11,11.52
2019-04-12,12.19
2019-04-13,10.99
2019-04-14,11.3
2019-04-15,11.41
2019-04-16,11.9
2019-04-17,12.08
2019-04-18,11.27
2019-04-19,11.06
2019-04-20,12.53
2019-04-21,11.21
2019-04-22,11.84
2019-04-23,11.69
2019-04-24,11.8
2019-04-25,12.57
2019-04-26,12.76
2019-04-27,13.02
2019-04-28,12.14
2019-04-29,12.47
2019-04-30,12.36
2019-05-01,11.31
2019-05-02,12.09
2019-05-03,12.51
2019-05-04,13.34
2019-05-05,12.19
2019-05-06,13.07
2019-05-07,12.86
2019-05-08,12.76
2019-05-09,12.98
2019-05-10,12.59
2019-05-11,11.76
2019-05-12,12.5
2019-05-13,12.69
2019-05-14,12.45
2019-05-15,12.38
2019-05-16,11.92
2019-05-17,12.93
2019-05-18,13.08
2019-05-19,12.84
2019-05-20,13.35
2019-05-21,12.91
2019-05-22,12.98
2019-05-23,12.97
2019-05-24,12.94
2019-05-25,13.83
2019-05-26,12.24
2019-05-27,13.0
2019-05-28,12.81
2019-05-29,13.11
2019-05-30,13.37
2019-05-31,13.56
2019-06-01,13.88
2019-06-02,12.99
2019-06-03,13.32
2019-06-04,13.61
2019-06-05,12.78
2019-06-06,13.77
2019-06-07,13.33
2019-06-08,11.89
2019-06-09,12.64
2019-06-10,13.42
2019-06-11,13.49
2019-06-12,13.45
2019-06-13,13.27
2019-06-14,13.67
2019-06-15,13.71
2019-06-16,12.82
2019-06-17,13.72
2019-06-18,13.57
2019-06-19,13.76
2019-06-20,13.76
2019-06-21,13.86
2019-06-22,14.07
2019-06-23,13.43
2019-06-24,13.8
2019-06-25,13.7
2019-06-26,13.8
2019-06-27,13.84
2019-06-28,13.99
2019-06-29,14.87
2019-06-30,13.49
2019-07-01,13.98
2019-07-02,13.99
2019-07-03,13.89
2019-07-04,13.96
2019-07-05,14.03
2019-07-06,13.94
2019-07-07,12.95
2019-07-08,14.13
2019-07-09,14.2
2019-07-10,14.2
2019-07-11,13.95
2019-07-12,14.27
2019-07-13,13.25
2019-07-14,14.15
2019-07-15,13.7
2019-07-16,14.13
2019-07-17,14.32
2019-07-18,14.38
2019-07-19,14.54
2019-07-20,14.7
2019-07-21,13.65
2019-07-22,14.19
2019-07-23,14.64
2019-07-24,14.54
2019-07-25,14.51
2019-07-26,14.45
2019-07-27,14.91
2019-07-28,14.37
2019-07-29,14.48
2019-07-30,14.41
2019-07-31,14.13
2019-08-01,14.61
2019-08-02,14.53
2019-08-03,14.86
2019-08-04,14.22
2019-08-05,14.47
2019-08-06,14.6
2019-08-07,14.47
2019-08-08,14.56
2019-08-09,14.59
2019-08-10,13.57
2019-08-11,13.62
2019-08-12,13.73
2019-08-13,14.06
2019-08-14,14.25
2019-08-15,14.38
2019-08-16,14.62
2019-08-17,14.69
2019-08-18,14.09
2019-08-19,14.88
2019-08-20,14.61
2019-08-21,14.66
2019-08-22,14.65
2019-08-23,15.26
2019-08-24,14.46
2019-08-25,14.48
2019-08-26,14.42
2019-08-27,14.68
2019-08-28,14.12
2019-08-29,14.69
2019-08-30,14.57
2019-08-31,14.42
2019-09-01,13.37
2019-09-02,13.43
2019-09-03,14.56
2019-09-04,14.77
2019-09-05,14.58
2019-09-06,14.14
2019-09-07,14.81
2019-09-08,13.99
2019-09-09,13.85
2019-09-10,14.07
2019-09-11,13.44
2019-09-12,14.1
2019-09-13,14.09
2019-09-14,14.15
2019-09-15,13.95
2019-09-16,14.5
2019-09-17,14.73
2019-09-18,14.73
2019-09-19,14.48
2019-09-20,14.53
2019-09-21,14.14
2019-09-22,14.21
2019-09-23,14.59
2019-09-24,14.52
2019-09-25,14.64
2019-09-26,14.86
2019-09-27,14.68
2019-09-28,14.62
2019-09-29,14.33
2019-09-30,14.78
2019-10-01,15.01
2019-10-02,14.63
2019-10-03,15.07
2019-10-04,15.54
2019-10-05,16.38
2019-10-06,15.49
2019-10-07,15.75
2019-10-08,15.37
2019-10-09,15.31
2019-10-10,15.64
2019-10-11,15.64
2019-10-12,14.32
2019-10-13,15.09
2019-10-14,15.56
2019-10-15,15.56
2019-10-16,15.48
2019-10-17,15.46
2019-10-18,15.87
2019-10-19,15.8
2019-10-20,15.67
2019-10-21,15.81
2019-10-22,16.1
2019-10-23,16.19
2019-10-24,16.13
2019-10-25,16.34
2019-10-26,17.17
2019-10-27,16.62
2019-10-28,16.9
2019-10-29,17.63
2019-10-30,17.18
2019-10-31,17.39
2019-11-01,17.14
2019-11-02,17.92
2019-11-03,17.09
2019-11-04,17.52
2019-11-05,18.02
2019-11-06,18.05
2019-11-07,17.95
2019-11-08,17.77
2019-11-09,16.93
2019-11-10,18.04
2019-11-11,17.86
2019-11-12,19.17
2019-11-13,17.84
2019-11-14,17.41
2019-11-15,18.18
2019-11-16,17.34
2019-11-17,16.87
2019-11-18,17.46
2019-11-19,17.66
2019-11-20,18.04
2019-11-21,18.08
2019-11-22,17.99
2019-11-23,17.72
2019-11-24,17.31
2019-11-25,17.5
2019-11-26,17.75
2019-11-27,17.95
2019-11-28,18.06
2019-11-29,18.05
2019-11-30,18.45
2019-12-01,17.29
2019-12-02,18.06
2019-12-03,18.35
2019-12-04,18.74
2019-12-05,18.78
2019-12-06,19.29
2019-12-07,18.9
2019-12-08,18.16
2019-12-09,19.32
2019-12-10,19.55
2019-12-11,19.34
2019-12-12,19.0
2019-12-13,19.58
2019-12-14,18.53
2019-12-15,18.95
2019-12-16,20.62
2019-12-17,20.4
2019-12-18,20.93
2019-12-19,21.49
2019-12-20,21.47
2019-12-21,21.66
2019-12-22,21.15
2019-12-23,22.03
2019-12-24,21.53
2019-12-25,21.46
2019-12-26,21.13
2019-12-27,21.37
2019-12-28,21.79
2019-12-29,21.28
2019-12-30,21.4
2019-12-31,21.43
2020-01-01,21.28
2020-01-02,21.31
2020-01-03,21.87
2020-01-04,22.62
2020-01-05,22.0
2020-01-06,22.03
2020-01-07,22.41
2020-01-08,21.55
2020-01-09,21.93
2020-01-10,22.62
2020-01-11,21.71
2020-01-12,21.97
2020-01-13,22.37
2020-01-14,22.23
2020-01-15,20.54
2020-01-16,21.49
2020-01-17,21.48
2020-01-18,21.48
2020-01-19,21.62
2020-01-20,22.45
2020-01-21,22.05
2020-01-22,22.18
2020-01-23,22.21
2020-01-24,21.71
2020-01-25,21.65
2020-01-26,22.34
2020-01-27,20.3
2020-01-28,20.2
2020-01-29,20.2
2020-01-30,20.34
2020-01-31,19.4
2020-02-01,19.19
2020-02-02,19.59
2020-02-03,19.83
2020-02-04,19.53
2020-02-05,20.05
2020-02-06,19.82
2020-02-07,19.41
2020-02-08,18.32
2020-02-09,19.7
2020-02-10,18.43
2020-02-11,18.51
2020-02-12,18.06
2020-02-13,18.11
2020-02-14,17.93
2020-02-15,17.6
2020-02-16,17.24
2020-02-17,17.92
2020-02-18,17.65
2020-02-19,17.84
2020-02-20,17.4
2020-02-21,17.98
2020-02-22,18.08
2020-02-23,17.18
2020-02-24,17.21
2020-02-25,16.59
2020-02-26,16.89
2020-02-27,17.0
2020-02-28,17.0
2020-02-29,17.26
2020-03-01,15.76
2020-03-02,17.24
2020-03-03,17.13
2020-03-04,16.9
2020-03-05,16.3
2020-03-06,16.93
2020-03-07,16.81
2020-03-08,16.36
2020-03-09,16.94
2020-03-10,18.16
2020-03-11,17.81
2020-03-12,17.2
2020-03-13,17.27
2020-03-14,16.13
2020-03-15,16.33
2020-03-16,17.21
2020-03-17,17.39
2020-03-18,17.27
2020-03-19,17.82
2020-03-20,17.75
2020-03-21,17.46
2020-03-22,17.24
2020-03-23,18.63
2020-03-24,19.93
2020-03-25,19.97
2020-03-26,19.67
2020-03-27,20.24
2020-03-28,20.06
2020-03-29,20.53
2020-03-30,21.68
2020-03-31,21.67
2020-04-01,21.5
2020-04-02,21.86
2020-04-03,21.64
2020-04-04,21.25
2020-04-05,20.86
2020-04-06,20.65
2020-04-07,21.6
2020-04-08,21.06
2020-04-09,21.11
2020-04-10,21.93
2020-04-11,20.43
2020-04-12,21.29
2020-04-13,21.59
2020-04-14,20.2
2020-04-15,21.33
2020-04-16,21.09
2020-04-17,20.95
2020-04-18,21.06
2020-04-19,20.0
2020-04-20,20.74
2020-04-21,20.79
2020-04-22,20.83
2020-04-23,21.1
2020-04-24,20.8
2020-04-25,20.99
2020-04-26,19.49
2020-04-27,20.43
2020-04-28,20.54
2020-04-29,20.55
2020-04-30,20.9
2020-05-01,19.51
2020-05-02,20.49
2020-05-03,19.8
2020-05-04,20.7
2020-05-05,20.85
2020-05-06,21.04
2020-05-07,20.69
2020-05-08,20.78
2020-05-09,19.85
2020-05-10,19.33
2020-05-11,20.6
2020-05-12,20.5
2020-05-13,20.68
2020-05-14,20.33
2020-05-15,20.44
2020-05-16,20.6
2020-05-17,19.48
2020-05-18,20.51
2020-05-19,20.67
2020-05-20,20.63
2020-05-21,20.24
2020-05-22,20.72
2020-05-23,20.31
2020-05-24,19.52
2020-05-25,20.76
2020-05-26,20.28
2020-05-27,20.02
2020-05-28,20.22
2020-05-29,20.74
2020-05-30,20.42
2020-05-31,19.83
2020-06-01,20.44
2020-06-02,20.92
2020-06-03,20.73
2020-06-04,21.18
2020-06-05,21.03
2020-06-06,20.87
2020-06-07,20.08
2020-06-08,21.44
2020-06-09,21.38
2020-06-10,21.29
2020-06-11,21.47
2020-06-12,21.74
2020-06-13,20.78
2020-06-14,20.95
2020-06-15,21.63
2020-06-16,21.81
2020-06-17,21.76
2020-06-18,21.7
2020-06-19,21.77
2020-06-20,21.01
2020-06-21,20.65
2020-06-22,21.77
2020-06-23,21.63
2020-06-24,21.97
2020-06-25,22.19
2020-06-26,22.42
2020-06-27,22.09
2020-06-28,21.88
2020-06-29,22.74
2020-06-30,22.67
2020-07-01,22.4
2020-07-02,22.64
2020-07-03,23.12
2020-07-04,22.94
2020-07-05,22.45
2020-07-06,23.28
2020-07-07,23.53
2020-07-08,23.84
2020-07-09,23.95
2020-07-10,23.87
2020-07-11,23.75
2020-07-12,23.51
2020-07-13,24.72
2020-07-14,24.8
2020-07-15,24.9
2020-07-16,24.93
2020-07-17,25.07
2020-07-18,25.55
2020-07-19,24.33
2020-07-20,24.72
2020-07-21,25.4
2020-07-22,25.56
2020-07-23,25.85
2020-07-24,25.62
2020-07-25,26.63
2020-07-26,25.68
2020-07-27,25.68
2020-07-28,26.05
2020-07-29,26.17
2020-07-30,26.13
2020-07-31,25.61
2020-08-01,26.3
2020-08-02,26.01
2020-08-03,27.09
2020-08-04,26.55
2020-08-05,26.86
2020-08-06,27.02
2020-08-07,27.0
2020-08-08,26.57
2020-08-09,25.95
2020-08-10,26.84
2020-08-11,27.03
2020-08-12,28.08
2020-08-13,27.39
2020-08-14,27.44
2020-08-15,27.54
2020-08-16,26.1
2020-08-17,27.13
2020-08-18,26.77
2020-08-19,27.16
2020-08-20,27.13
2020-08-21,27.25
2020-08-22,27.74
2020-08-23,26.91
2020-08-24,27.78
2020-08-25,27.9
2020-08-26,28.15
2020-08-27,28.63
2020-08-28,28.78
2020-08-29,28.99
2020-08-30,28.8
2020-08-31,28.42
2020-09-01,28.63
2020-09-02,28.98
2020-09-03,29.53
2020-09-04,29.45
2020-09-05,30.46
2020-09-06,29.57
2020-09-07,30.0
2020-09-08,30.43
2020-09-09,30.28
2020-09-10,30.39
2020-09-11,30.23
2020-09-12,30.24
2020-09-13,30.38
2020-09-14,30.31
2020-09-15,30.78
2020-09-16,31.18
2020-09-17,31.19
2020-09-18,31.32
2020-09-19,31.39
2020-09-20,30.87
2020-09-21,30.7
2020-09-22,31.03
2020-09-23,31.13
2020-09-24,31.22
2020-09-25,31.31
2020-09-26,31.58
2020-09-27,31.01
2020-09-28,31.59
2020-09-29,31.58
2020-09-30,31.65
2020-10-01,31.65
2020-10-02,30.57
2020-10-03,31.2
2020-10-04,29.98
2020-10-05,31.39
2020-10-06,31.58
2020-10-07,31.9
2020-10-08,32.19
2020-10-09,32.3
2020-10-10,31.05
2020-10-11,31.19
2020-10-12,31.58
2020-10-13,32.31
2020-10-14,32.22
2020-10-15,32.27
2020-10-16,32.61
2020-10-17,32.19
2020-10-18,31.22
2020-10-19,32.85
2020-10-20,33.08
2020-10-21,33.72
2020-10-22,34.02
2020-10-23,35.0
2020-10-24,34.3
2020-10-25,35.11
2020-10-26,34.89
2020-10-27,35.67
2020-10-28,36.39
2020-10-29,35.93
2020-10-30,36.61
2020-10-31,36.33
2020-11-01,36.22
2020-11-02,36.71
2020-11-03,36.77
2020-11-04,37.45
2020-11-05,37.13
2020-11-06,37.44
2020-11-07,36.68
2020-11-08,37.02
2020-11-09,37.18
2020-11-10,37.55
2020-11-11,37.64
2020-11-12,37.61
2020-11-13,37.35
2020-11-14,36.91
2020-11-15,37.02
2020-11-16,38.59
2020-11-17,37.29
2020-11-18,37.7
2020-11-19,37.81
2020-11-20,38.81
2020-11-21,37.89
2020-11-22,37.98
2020-11-23,38.24
2020-11-24,38.6
2020-11-25,38.71
2020-11-26,38.59
2020-11-27,38.88
2020-11-28,39.05
2020-11-29,39.03
2020-11-30,40.04
2020-12-01,38.32
2020-12-02,38.35
2020-12-03,38.01
2020-12-04,37.79
2020-12-05,36.47
2020-12-06,36.03
2020-12-07,35.9
2020-12-08,35.21
2020-12-09,34.35
2020-12-10,33.58
2020-12-11,33.26
2020-12-12,32.05
2020-12-13,32.97
2020-12-14,31.86
2020-12-15,31.68
2020-12-16,30.79
2020-12-17,30.73
2020-12-18,29.45
2020-12-19,28.8
2020-12-20,30.03
2020-12-21,27.77
2020-12-22,26.75
2020-12-23,26.66
2020-12-24,25.61
2020-12-25,26.81
2020-12-26,25.67
2020-12-27,27.8
2020-12-28,24.99
2020-12-29,24.1
2020-12-30,24.55
2020-12-31,24.13
2021-01-01,22.63
2021-01-02,20.56
2021-01-03,23.56
2021-01-04,21.84
2021-01-05,21.89
2021-01-06,21.18
2021-01-07,20.95
2021-01-08,21.64
2021-01-09,20.75
2021-01-10,22.28
2021-01-11,20.4
2021-01-12,20.7
2021-01-13,19.99
2021-01-14,17.69
2021-01-15,16.66
2021-01-16,18.36
2021-01-17,18.82
2021-01-18,17.64
2021-01-19,19.1
2021-01-20,18.11
2021-01-21,17.37
2021-01-22,17.07
2021-01-23,18.27
2021-01-24,16.94
2021-01-25,18.14
2021-01-26,15.75
2021-01-27,17.37
2021-01-28,16.52
2021-01-29,16.16
2021-01-30,16.22
2021-01-31,14.85
2021-02-01,15.69
2021-02-02,15.72
2021-02-03,15.38
2021-02-04,14.73
2021-02-05,14.55
2021-02-06,15.5
2021-02-07,13.92
2021-02-08,14.34
2021-02-09,14.42
2021-02-10,14.51
2021-02-11,15.21
2021-02-12,14.42
2021-02-13,14.12
2021-02-14,13.04
2021-02-15,14.97
2021-02-16,15.18
2021-02-17,14.29
2021-02-18,14.24
2021-02-19,14.3
2021-02-20,14.34
2021-02-21,13.01
2021-02-22,14.32
2021-02-23,13.31
2021-02-24,13.65
2021-02-25,13.44
2021-02-26,13.86
2021-02-27,13.17
2021-02-28,12.37
2021-03-01,12.78
2021-03-02,12.36
2021-03-03,12.62
2021-03-04,12.63
2021-03-05,13.1
2021-03-06,13.67
2021-03-07,11.09
2021-03-08,13.23
2021-03-09,12.34
2021-03-10,13.23
2021-03-11,12.65
2021-03-12,12.42
2021-03-13,12.17
2021-03-14,12.87
2021-03-15,12.9
2021-03-16,13.08
2021-03-17,12.95
2021-03-18,12.84
2021-03-19,12.96
2021-03-20,13.21
2021-03-21,12.09
2021-03-22,13.02
2021-03-23,12.83
2021-03-24,13.22
2021-03-25,12.96
2021-03-26,13.02
2021-03-27,12.83
2021-03-28,12.04
2021-03-29,13.52
2021-03-30,13.05
2021-03-31,12.98
2021-04-01,12.54
2021-04-02,12.29
2021-04-03,13.05
2021-04-04,12.39
2021-04-05,12.8
2021-04-06,12.45
2021-04-07,12.8
2021-04-08,12.48
2021-04-09,12.84
2021-04-10,11.95
2021-04-11,11.97
2021-04-12,13.04
2021-04-13,12.52
2021-04-14,10.95
2021-04-15,13.59
2021-04-16,13.38
2021-04-17,13.56
2021-04-18,12.92
2021-04-19,13.58
2021-04-20,13.88
2021-04-21,13.63
2021-04-22,13.51
2021-04-23,13.43
2021-04-24,12.77
2021-04-25,12.03
2021-04-26,13.55
2021-04-27,13.8
2021-04-28,13.66
2021-04-29,14.06
2021-04-30,13.52
2021-05-01,12.96
2021-05-02,12.26
2021-05-03,13.52
2021-05-04,13.74
2021-05-05,13.96
2021-05-06,14.24
2021-05-07,13.84
2021-05-08,13.12
2021-05-09,12.78
2021-05-10,13.41
2021-05-11,13.63
2021-05-12,13.6
2021-05-13,13.29
2021-05-14,13.54
2021-05-15,13.56
2021-05-16,12.93
2021-05-17,13.73
2021-05-18,13.86
2021-05-19,13.8
2021-05-20,14.36
2021-05-21,14.55
2021-05-22,13.79
2021-05-23,14.11
2021-05-24,13.68
2021-05-25,13.66
2021-05-26,13.92
2021-05-27,13.7
2021-05-28,13.68
2021-05-29,14.09
2021-05-30,13.64
2021-05-31,13.89
2021-06-01,13.42
2021-06-02,13.54
2021-06-03,13.61
2021-06-04,13.87
2021-06-05,13.84
2021-06-06,13.36
2021-06-07,14.19
2021-06-08,14.67
2021-06-09,14.25
2021-06-10,14.68
2021-06-11,14.4
2021-06-12,14.44
2021-06-13,14.32
2021-06-14,14.38
2021-06-15,14.56
2021-06-16,14.47
2021-06-17,14.86
2021-06-18,14.68
2021-06-19,14.54
2021-06-20,14.38
2021-06-21,14.77
2021-06-22,15.05
2021-06-23,15.36
2021-06-24,15.25
2021-06-25,15.51
2021-06-26,14.87
2021-06-27,15.21
2021-06-28,15.36
2021-06-29,15.4
2021-06-30,15.5
2021-07-01,15.43
2021-07-02,14.88
2021-07-03,14.37
2021-07-04,14.38
2021-07-05,15.06
2021-07-06,14.61
2021-07-07,15.0
2021-07-08,14.98
2021-07-09,15.14
2021-07-10,14.54
2021-07-11,14.67
2021-07-12,15.46
2021-07-13,15.31
2021-07-14,14.94
2021-07-15,15.26
2021-07-16,15.23
2021-07-17,14.86
2021-07-18,14.64
2021-07-19,15.08
2021-07-20,15.39
2021-07-21,14.73
2021-07-22,15.14
2021-07-23,15.16
2021-07-24,14.4
2021-07-25,14.65
2021-07-26,15.14
2021-07-27,15.05
2021-07-28,15.3
2021-07-29,15.19
2021-07-30,15.44
2021-07-31,14.94
2021-08-01,14.51
2021-08-02,15.02
2021-08-03,15.16
2021-08-04,15.32
2021-08-05,15.15
