date,value
2021-08-06,15.22
2021-08-07,14.6
2021-08-08,14.75
2021-08-09,15.45
2021-08-10,15.34
2021-08-11,15.35
2021-08-12,15.24
2021-08-13,15.22
2021-08-14,14.29
2021-08-15,14.52
2021-08-16,15.19
2021-08-17,15.33
2021-08-18,15.2
2021-08-19,14.69
2021-08-20,14.5
2021-08-21,14.69
2021-08-22,14.73
2021-08-23,14.94
2021-08-24,15.31
2021-08-25,15.36
2021-08-26,14.95
2021-08-27,15.03
2021-08-28,14.27
2021-08-29,14.3
2021-08-30,14.92
2021-08-31,15.08
2021-09-01,14.84
2021-09-02,14.92
2021-09-03,14.86
2021-09-04,14.03
2021-09-05,14.01
2021-09-06,14.67
2021-09-07,14.92
2021-09-08,15.17
2021-09-09,14.67
2021-09-10,14.27
2021-09-11,13.93
2021-09-12,14.08
2021-09-13,15.18
2021-09-14,14.88
2021-09-15,14.74
2021-09-16,14.8
2021-09-17,15.0
2021-09-18,14.87
2021-09-19,14.4
2021-09-20,14.72
2021-09-21,14.84
2021-09-22,15.17
2021-09-23,15.14
2021-09-24,15.22
2021-09-25,15.42
2021-09-26,14.89
2021-09-27,15.12
2021-09-28,15.38
2021-09-29,15.42
2021-09-30,15.32
2021-10-01,15.14
2021-10-02,15.05
2021-10-03,14.98
2021-10-04,15.4
2021-10-05,15.29
2021-10-06,15.55
2021-10-07,16.15
2021-10-08,16.32
2021-10-09,15.38
2021-10-10,15.66
2021-10-11,16.38
2021-10-12,16.5
2021-10-13,16.61
2021-10-14,16.05
2021-10-15,16.24
2021-10-16,16.48
2021-10-17,16.15
2021-10-18,16.52
2021-10-19,16.22
2021-10-20,16.78
2021-10-21,16.88
2021-10-22,17.09
2021-10-23,16.92
2021-10-24,16.14
2021-10-25,17.49
2021-10-26,17.33
2021-10-27,17.64
2021-10-28,18.07
2021-10-29,18.34
2021-10-30,18.29
2021-10-31,18.1
2021-11-01,18.94
2021-11-02,19.32
2021-11-03,19.42
2021-11-04,18.41
2021-11-05,19.67
2021-11-06,19.79
2021-11-07,19.01
2021-11-08,20.47
2021-11-09,20.9
2021-11-10,21.66
2021-11-11,21.87
2021-11-12,21.47
2021-11-13,19.9
2021-11-14,20.23
2021-11-15,20.82
2021-11-16,20.67
2021-11-17,20.91
2021-11-18,20.73
2021-11-19,21.16
2021-11-20,20.66
2021-11-21,20.53
2021-11-22,21.02
2021-11-23,20.88
2021-11-24,20.69
2021-11-25,20.69
2021-11-26,20.45
2021-11-27,20.62
2021-11-28,19.43
2021-11-29,19.97
2021-11-30,19.3
2021-12-01,19.56
2021-12-02,19.87
2021-12-03,19.75
2021-12-04,19.39
2021-12-05,18.56
2021-12-06,19.18
2021-12-07,19.56
2021-12-08,18.66
2021-12-09,18.98
2021-12-10,18.7
2021-12-11,17.9
2021-12-12,17.75
2021-12-13,18.39
2021-12-14,18.49
2021-12-15,18.27
2021-12-16,18.09
2021-12-17,18.44
2021-12-18,18.45
2021-12-19,17.77
2021-12-20,17.54
2021-12-21,17.42
2021-12-22,17.62
2021-12-23,17.19
2021-12-24,17.35
2021-12-25,16.44
2021-12-26,16.22
2021-12-27,17.26
2021-12-28,16.88
2021-12-29,17.08
2021-12-30,17.5
2021-12-31,17.04
2022-01-01,17.03
2022-01-02,16.25
2022-01-03,16.93
2022-01-04,16.86
2022-01-05,16.67
2022-01-06,16.83
2022-01-07,16.81
2022-01-08,15.91
2022-01-09,15.17
2022-01-10,16.8
2022-01-11,16.46
2022-01-12,16.46
2022-01-13,16.46
2022-01-14,15.94
2022-01-15,16.17
2022-01-16,14.92
2022-01-17,16.31
2022-01-18,15.96
2022-01-19,16.0
2022-01-20,15.94
2022-01-21,15.87
2022-01-22,15.63
2022-01-23,14.68
2022-01-24,15.73
2022-01-25,15.46
2022-01-26,14.85
2022-01-27,15.44
2022-01-28,14.96
2022-01-29,15.02
2022-01-30,14.12
2022-01-31,14.94
2022-02-01,14.79
2022-02-02,14.47
2022-02-03,14.83
2022-02-04,14.78
2022-02-05,14.51
2022-02-06,14.33
2022-02-07,15.0
2022-02-08,15.06
2022-02-09,15.15
2022-02-10,15.27
2022-02-11,15.14
2022-02-12,14.3
2022-02-13,14.1
2022-02-14,15.28
2022-02-15,14.8
2022-02-16,15.21
2022-02-17,15.23
2022-02-18,15.13
2022-02-19,15.25
2022-02-20,14.38
2022-02-21,15.09
2022-02-22,15.28
2022-02-23,15.46
2022-02-24,15.44
2022-02-25,14.98
2022-02-26,14.82
2022-02-27,14.4
2022-02-28,15.42
2022-03-01,14.66
2022-03-02,15.27
2022-03-03,15.38
2022-03-04,15.64
2022-03-05,15.62
2022-03-06,15.06
2022-03-07,15.96
2022-03-08,15.84
2022-03-09,15.59
2022-03-10,15.26
2022-03-11,15.81
2022-03-12,15.03
2022-03-13,14.83
2022-03-14,15.69
2022-03-15,15.53
2022-03-16,15.59
2022-03-17,15.77
2022-03-18,16.19
2022-03-19,16.09
2022-03-20,14.25
2022-03-21,15.63
2022-03-22,15.55
2022-03-23,15.9
2022-03-24,15.51
2022-03-25,15.7
2022-03-26,15.39
2022-03-27,14.61
2022-03-28,15.13
2022-03-29,14.94
2022-03-30,15.38
2022-03-31,15.53
2022-04-01,15.57
2022-04-02,15.42
2022-04-03,14.59
2022-04-04,15.9
2022-04-05,15.55
2022-04-06,16.08
2022-04-07,16.24
2022-04-08,16.15
2022-04-09,15.08
2022-04-10,14.88
2022-04-11,16.3
2022-04-12,16.19
2022-04-13,16.23
2022-04-14,15.15
2022-04-15,14.83
2022-04-16,15.85
2022-04-17,15.06
2022-04-18,16.16
2022-04-19,16.11
2022-04-20,16.06
2022-04-21,15.94
2022-04-22,16.08
2022-04-23,16.1
2022-04-24,14.62
2022-04-25,16.24
2022-04-26,16.3
2022-04-27,16.33
2022-04-28,16.13
2022-04-29,16.45
2022-04-30,16.34
2022-05-01,15.06
2022-05-02,16.28
2022-05-03,15.62
2022-05-04,16.85
2022-05-05,17.13
2022-05-06,17.27
2022-05-07,16.98
2022-05-08,15.93
2022-05-09,17.33
2022-05-10,17.53
2022-05-11,17.41
2022-05-12,17.69
2022-05-13,17.74
2022-05-14,16.79
2022-05-15,16.72
2022-05-16,17.53
2022-05-17,17.84
2022-05-18,17.83
2022-05-19,18.13
2022-05-20,18.16
2022-05-21,17.61
2022-05-22,17.04
2022-05-23,18.37
2022-05-24,18.3
2022-05-25,18.44
2022-05-26,18.45
2022-05-27,18.75
2022-05-28,18.29
2022-05-29,17.75
2022-05-30,18.71
2022-05-31,18.91
2022-06-01,18.89
2022-06-02,18.91
2022-06-03,18.86
2022-06-04,18.91
2022-06-05,17.78
2022-06-06,19.14
2022-06-07,19.16
2022-06-08,19.33
2022-06-09,19.17
2022-06-10,19.39
2022-06-11,18.8
2022-06-12,18.45
2022-06-13,19.61
2022-06-14,19.66
2022-06-15,19.66
2022-06-16,19.65
2022-06-17,19.83
2022-06-18,19.81
2022-06-19,18.88
2022-06-20,19.93
2022-06-21,19.72
2022-06-22,19.93
2022-06-23,20.0
2022-06-24,20.23
2022-06-25,19.94
2022-06-26,18.99
2022-06-27,20.21
2022-06-28,20.16
2022-06-29,20.43
2022-06-30,20.4
2022-07-01,20.52
2022-07-02,20.4
2022-07-03,19.34
2022-07-04,20.47
2022-07-05,20.35
2022-07-06,20.44
2022-07-07,20.64
2022-07-08,20.55
2022-07-09,19.58
2022-07-10,19.28
2022-07-11,20.64
2022-07-12,20.91
2022-07-13,20.72
2022-07-14,20.39
2022-07-15,20.9
2022-07-16,20.81
2022-07-17,19.69
2022-07-18,21.03
2022-07-19,20.96
2022-07-20,20.89
2022-07-21,20.97
2022-07-22,21.13
2022-07-23,20.96
2022-07-24,19.95
2022-07-25,21.27
2022-07-26,21.36
2022-07-27,21.37
2022-07-28,20.51
2022-07-29,21.06
2022-07-30,20.93
2022-07-31,19.88
2022-08-01,20.94
2022-08-02,21.03
2022-08-03,21.16
2022-08-04,21.29
2022-08-05,21.19
2022-08-06,21.18
2022-08-07,20.46
2022-08-08,21.47
2022-08-09,20.69
2022-08-10,21.6
2022-08-11,22.08
2022-08-12,21.84
2022-08-13,21.0
2022-08-14,20.51
2022-08-15,20.6
2022-08-16,21.54
2022-08-17,21.77
2022-08-18,21.24
2022-08-19,21.93
2022-08-20,21.64
2022-08-21,20.96
2022-08-22,21.68
2022-08-23,21.62
2022-08-24,21.74
2022-08-25,21.69
2022-08-26,21.72
2022-08-27,21.58
2022-08-28,20.82
2022-08-29,21.61
2022-08-30,21.67
2022-08-31,21.81
2022-09-01,21.93
2022-09-02,21.98
2022-09-03,21.76
2022-09-04,20.92
2022-09-05,22.39
2022-09-06,22.53
2022-09-07,21.72
2022-09-08,21.35
2022-09-09,21.51
2022-09-10,21.7
2022-09-11,21.07
2022-09-12,22.28
2022-09-13,22.27
2022-09-14,22.17
2022-09-15,22.32
2022-09-16,22.04
2022-09-17,21.91
2022-09-18,20.53
2022-09-19,21.78
2022-09-20,21.6
2022-09-21,21.5
2022-09-22,21.87
2022-09-23,21.21
2022-09-24,21.29
2022-09-25,20.43
2022-09-26,21.66
2022-09-27,21.6
2022-09-28,21.87
2022-09-29,21.87
2022-09-30,21.9
2022-10-01,21.83
2022-10-02,20.69
2022-10-03,22.19
2022-10-04,21.79
2022-10-05,21.14
2022-10-06,21.85
2022-10-07,21.77
2022-10-08,21.12
2022-10-09,20.5
2022-10-10,21.9
2022-10-11,22.07
2022-10-12,22.14
2022-10-13,22.21
2022-10-14,22.27
2022-10-15,22.26
2022-10-16,21.04
2022-10-17,22.41
2022-10-18,22.53
2022-10-19,22.66
2022-10-20,22.86
2022-10-21,22.76
2022-10-22,22.73
2022-10-23,21.78
2022-10-24,22.56
2022-10-25,23.41
2022-10-26,23.46
2022-10-27,23.75
2022-10-28,23.55
2022-10-29,23.3
2022-10-30,22.55
2022-10-31,23.87
2022-11-01,23.65
2022-11-02,23.63
2022-11-03,23.66
2022-11-04,23.49
2022-11-05,23.25
2022-11-06,22.44
2022-11-07,23.24
2022-11-08,23.11
2022-11-09,23.5
2022-11-10,23.18
2022-11-11,23.06
2022-11-12,22.2
2022-11-13,21.9
2022-11-14,22.86
2022-11-15,23.09
2022-11-16,22.41
2022-11-17,22.88
2022-11-18,22.46
2022-11-19,22.45
2022-11-20,21.31
2022-11-21,22.55
2022-11-22,22.18
2022-11-23,22.06
2022-11-24,21.92
2022-11-25,21.8
2022-11-26,21.49
2022-11-27,20.21
2022-11-28,21.56
2022-11-29,21.49
2022-11-30,21.67
2022-12-01,21.71
2022-12-02,21.63
2022-12-03,21.19
2022-12-04,19.61
2022-12-05,21.16
2022-12-06,20.97
2022-12-07,20.89
2022-12-08,20.74
2022-12-09,20.57
2022-12-10,19.77
2022-12-11,18.83
2022-12-12,20.5
2022-12-13,20.64
2022-12-14,20.76
2022-12-15,20.41
2022-12-16,20.34
2022-12-17,20.22
2022-12-18,18.9
2022-12-19,20.01
2022-12-20,20.02
2022-12-21,19.96
2022-12-22,19.61
2022-12-23,19.79
2022-12-24,19.39
2022-12-25,18.12
2022-12-26,19.05
2022-12-27,19.35
2022-12-28,19.03
2022-12-29,19.18
2022-12-30,18.99
2022-12-31,18.68
2023-01-01,18.02
2023-01-02,18.29
2023-01-03,18.88
2023-01-04,18.91
2023-01-05,18.73
2023-01-06,18.68
2023-01-07,18.44
2023-01-08,17.34
2023-01-09,18.31
2023-01-10,18.36
2023-01-11,18.18
2023-01-12,18.18
2023-01-13,18.32
2023-01-14,17.18
2023-01-15,16.91
2023-01-16,17.88
2023-01-17,17.94
2023-01-18,18.01
2023-01-19,17.92
2023-01-20,17.65
2023-01-21,17.44
2023-01-22,16.22
2023-01-23,17.71
2023-01-24,17.32
2023-01-25,17.09
2023-01-26,16.12
2023-01-27,17.01
2023-01-28,16.76
2023-01-29,15.84
2023-01-30,17.13
2023-01-31,16.96
2023-02-01,16.82
2023-02-02,16.84
2023-02-03,16.68
2023-02-04,16.37
2023-02-05,15.03
2023-02-06,16.64
2023-02-07,16.47
2023-02-08,16.26
2023-02-09,16.42
2023-02-10,16.18
2023-02-11,15.22
2023-02-12,14.79
2023-02-13,15.93
2023-02-14,15.99
2023-02-15,15.84
2023-02-16,15.9
2023-02-17,15.91
2023-02-18,15.14
2023-02-19,14.33
2023-02-20,15.49
2023-02-21,15.42
2023-02-22,15.46
2023-02-23,15.51
2023-02-24,15.3
2023-02-25,15.02
2023-02-26,14.09
2023-02-27,15.22
2023-02-28,14.99
2023-03-01,14.87
2023-03-02,14.74
2023-03-03,14.37
2023-03-04,14.26
2023-03-05,13.24
2023-03-06,14.67
2023-03-07,14.88
2023-03-08,15.76
2023-03-09,14.99
2023-03-10,14.57
2023-03-11,13.5
2023-03-12,13.07
2023-03-13,14.47
2023-03-14,14.47
2023-03-15,14.52
2023-03-16,14.46
2023-03-17,14.25
2023-03-18,14.13
2023-03-19,13.48
2023-03-20,14.4
2023-03-21,14.42
2023-03-22,14.01
2023-03-23,14.14
2023-03-24,14.12
2023-03-25,13.62
2023-03-26,12.96
2023-03-27,14.02
2023-03-28,14.1
2023-03-29,14.2
2023-03-30,14.32
2023-03-31,14.01
2023-04-01,13.63
2023-04-02,12.7
2023-04-03,14.22
2023-04-04,14.16
2023-04-05,13.97
2023-04-06,13.98
2023-04-07,13.52
2023-04-08,13.39
2023-04-09,13.04
2023-04-10,14.26
2023-04-11,14.4
2023-04-12,14.33
2023-04-13,14.6
2023-04-14,14.02
2023-04-15,13.9
2023-04-16,13.41
2023-04-17,14.64
2023-04-18,14.7
2023-04-19,14.69
2023-04-20,14.8
2023-04-21,14.54
2023-04-22,13.97
2023-04-23,13.61
2023-04-24,15.0
2023-04-25,15.06
2023-04-26,15.04
2023-04-27,15.17
2023-04-28,15.07
2023-04-29,14.76
2023-04-30,14.09
2023-05-01,14.74
2023-05-02,15.26
2023-05-03,15.23
2023-05-04,15.45
2023-05-05,15.18
2023-05-06,15.0
2023-05-07,14.12
2023-05-08,15.34
2023-05-09,15.36
2023-05-10,15.39
2023-05-11,15.74
2023-05-12,15.51
2023-05-13,14.68
2023-05-14,14.18
2023-05-15,15.56
2023-05-16,15.62
2023-05-17,15.62
2023-05-18,15.55
2023-05-19,15.72
2023-05-20,15.45
2023-05-21,14.55
2023-05-22,15.79
2023-05-23,15.76
2023-05-24,15.77
2023-05-25,15.69
2023-05-26,15.78
2023-05-27,15.53
2023-05-28,14.84
2023-05-29,15.86
2023-05-30,15.73
2023-05-31,15.86
2023-06-01,16.0
2023-06-02,16.01
2023-06-03,15.85
2023-06-04,15.17
2023-06-05,16.01
2023-06-06,15.99
2023-06-07,15.98
2023-06-08,16.02
2023-06-09,16.0
2023-06-10,15.55
2023-06-11,15.34
2023-06-12,16.02
2023-06-13,16.21
2023-06-14,16.23
2023-06-15,16.14
2023-06-16,16.3
2023-06-17,16.16
2023-06-18,15.63
2023-06-19,16.28
2023-06-20,16.48
2023-06-21,16.44
2023-06-22,16.52
2023-06-23,16.57
2023-06-24,16.55
2023-06-25,15.94
2023-06-26,16.69
2023-06-27,16.84
2023-06-28,16.6
2023-06-29,16.57
2023-06-30,16.87
2023-07-01,16.87
2023-07-02,16.56
2023-07-03,17.14
2023-07-04,17.28
2023-07-05,17.34
2023-07-06,17.28
2023-07-07,17.6
2023-07-08,17.19
2023-07-09,16.96
2023-07-10,17.63
2023-07-11,17.75
2023-07-12,17.72
2023-07-13,17.9
2023-07-14,17.83
2023-07-15,17.73
2023-07-16,17.51
2023-07-17,17.75
2023-07-18,17.73
2023-07-19,17.97
2023-07-20,17.98
2023-07-21,18.07
2023-07-22,17.84
2023-07-23,17.48
2023-07-24,18.02
2023-07-25,18.04
2023-07-26,17.94
2023-07-27,18.02
2023-07-28,17.72
2023-07-29,18.08
2023-07-30,17.55
2023-07-31,17.93
2023-08-01,18.11
2023-08-02,18.05
2023-08-03,18.14
2023-08-04,18.11
2023-08-05,18.11
2023-08-06,17.47
2023-08-07,18.24
2023-08-08,18.27
2023-08-09,18.45
2023-08-10,18.25
2023-08-11,18.19
2023-08-12,17.92
2023-08-13,17.67
2023-08-14,18.41
2023-08-15,18.06
2023-08-16,18.28
2023-08-17,18.35
2023-08-18,18.33
2023-08-19,18.29
2023-08-20,17.83
2023-08-21,18.51
2023-08-22,18.56
2023-08-23,18.51
2023-08-24,18.64
2023-08-25,18.65
2023-08-26,18.65
2023-08-27,18.01
2023-08-28,18.38
2023-08-29,18.33
2023-08-30,18.71
2023-08-31,18.56
2023-09-01,18.71
2023-09-02,18.54
2023-09-03,18.09
2023-09-04,18.53
2023-09-05,18.55
2023-09-06,18.49
2023-09-07,18.87
2023-09-08,18.53
2023-09-09,18.32
2023-09-10,18.19
2023-09-11,18.5
2023-09-12,18.58
2023-09-13,18.51
2023-09-14,18.42
2023-09-15,18.5
2023-09-16,18.55
2023-09-17,17.84
2023-09-18,18.09
2023-09-19,18.48
2023-09-20,18.38
2023-09-21,18.44
2023-09-22,18.11
2023-09-23,18.38
2023-09-24,18.05
2023-09-25,18.38
2023-09-26,18.4
2023-09-27,18.3
2023-09-28,18.19
2023-09-29,18.3
2023-09-30,18.13
2023-10-01,17.8
2023-10-02,18.1
2023-10-03,18.35
2023-10-04,18.34
2023-10-05,18.37
2023-10-06,18.45
2023-10-07,18.47
2023-10-08,17.93
2023-10-09,18.37
2023-10-10,18.34
2023-10-11,18.34
2023-10-12,18.25
2023-10-13,18.41
2023-10-14,18.07
2023-10-15,18.26
2023-10-16,18.45
2023-10-17,18.49
2023-10-18,18.52
2023-10-19,18.46
2023-10-20,18.48
2023-10-21,18.76
2023-10-22,18.36
2023-10-23,18.35
2023-10-24,18.68
2023-10-25,18.58
2023-10-26,18.61
2023-10-27,18.67
2023-10-28,18.56
2023-10-29,18.41
2023-10-30,18.75
2023-10-31,18.73
2023-11-01,18.73
2023-11-02,18.68
2023-11-03,18.74
2023-11-04,18.64
2023-11-05,18.41
2023-11-06,18.8
2023-11-07,18.67
2023-11-08,18.72
2023-11-09,18.78
2023-11-10,18.75
2023-11-11,18.34
2023-11-12,18.09
2023-11-13,19.05
2023-11-14,18.75
2023-11-15,19.3
2023-11-16,18.61
2023-11-17,18.7
2023-11-18,18.7
2023-11-19,18.46
2023-11-20,19.03
2023-11-21,18.9
2023-11-22,18.88
2023-11-23,19.05
2023-11-24,19.04
2023-11-25,18.88
2023-11-26,18.45
2023-11-27,19.04
2023-11-28,18.89
2023-11-29,18.92
2023-11-30,18.86
2023-12-01,18.8
2023-12-02,18.61
2023-12-03,18.4
2023-12-04,18.6
2023-12-05,18.72
2023-12-06,18.62
2023-12-07,18.6
2023-12-08,18.65
2023-12-09,18.18
2023-12-10,18.01
2023-12-11,18.52
2023-12-12,18.43
2023-12-13,18.5
2023-12-14,18.31
2023-12-15,18.16
2023-12-16,18.04
2023-12-17,17.66
2023-12-18,18.01
2023-12-19,17.91
2023-12-20,17.84
2023-12-21,17.74
2023-12-22,17.81
2023-12-23,17.48
2023-12-24,17.01
2023-12-25,16.57
2023-12-26,17.37
2023-12-27,17.5
2023-12-28,17.19
2023-12-29,17.34
2023-12-30,16.93
2023-12-31,16.33
2024-01-01,16.42
2024-01-02,16.99
2024-01-03,17.4
2024-01-04,17.37
2024-01-05,17.3
2024-01-06,17.16
2024-01-07,16.62
2024-01-08,17.47
2024-01-09,17.25
2024-01-10,17.32
2024-01-11,17.29
2024-01-12,17.2
2024-01-13,16.43
2024-01-14,16.54
2024-01-15,16.37
2024-01-16,16.82
2024-01-17,17.1
2024-01-18,16.93
2024-01-19,16.96
2024-01-20,16.51
2024-01-21,16.08
2024-01-22,17.19
2024-01-23,16.99
2024-01-24,16.67
2024-01-25,16.56
2024-01-26,15.98
2024-01-27,16.33
2024-01-28,15.68
2024-01-29,16.61
2024-01-30,16.49
2024-01-31,16.49
2024-02-01,16.5
2024-02-02,16.56
2024-02-03,16.28
2024-02-04,15.77
2024-02-05,16.44
2024-02-06,16.32
2024-02-07,16.43
2024-02-08,16.32
2024-02-09,16.39
2024-02-10,15.71
2024-02-11,15.37
2024-02-12,16.34
2024-02-13,16.14
2024-02-14,16.73
2024-02-15,16.44
2024-02-16,16.53
2024-02-17,15.88
2024-02-18,15.6
2024-02-19,16.31
2024-02-20,16.28
2024-02-21,16.43
2024-02-22,16.5
2024-02-23,16.57
2024-02-24,16.3
2024-02-25,15.69
2024-02-26,16.57
2024-02-27,16.64
2024-02-28,16.7
2024-02-29,16.64
2024-03-01,16.65
2024-03-02,16.36
2024-03-03,16.23
2024-03-04,16.83
2024-03-05,16.97
2024-03-06,16.72
2024-03-07,16.97
2024-03-08,17.14
2024-03-09,16.25
2024-03-10,16.59
2024-03-11,17.04
2024-03-12,17.26
2024-03-13,17.44
2024-03-14,17.61
2024-03-15,17.78
2024-03-16,17.48
2024-03-17,17.31
2024-03-18,17.96
2024-03-19,17.96
2024-03-20,18.02
2024-03-21,18.11
2024-03-22,18.23
2024-03-23,17.84
2024-03-24,17.61
2024-03-25,19.48
2024-03-26,18.64
2024-03-27,18.34
2024-03-28,17.88
2024-03-29,17.68
2024-03-30,18.24
2024-03-31,18.08
2024-04-01,18.88
2024-04-02,18.91
2024-04-03,18.94
2024-04-04,19.2
2024-04-05,19.26
2024-04-06,19.35
2024-04-07,19.02
2024-04-08,19.58
2024-04-09,19.2
2024-04-10,19.5
2024-04-11,20.11
2024-04-12,19.93
2024-04-13,19.46
2024-04-14,19.57
2024-04-15,20.5
2024-04-16,20.78
2024-04-17,21.46
2024-04-18,20.6
2024-04-19,19.86
2024-04-20,20.73
2024-04-21,20.4
2024-04-22,21.21
2024-04-23,21.36
2024-04-24,21.26
2024-04-25,21.57
2024-04-26,21.42
2024-04-27,21.37
2024-04-28,20.96
2024-04-29,21.61
2024-04-30,21.68
2024-05-01,21.19
2024-05-02,21.68
2024-05-03,21.85
2024-05-04,21.83
2024-05-05,21.42
2024-05-06,22.16
2024-05-07,22.31
2024-05-08,22.23
2024-05-09,22.25
2024-05-10,22.48
2024-05-11,22.02
2024-05-12,21.64
2024-05-13,22.42
2024-05-14,22.32
2024-05-15,22.3
2024-05-16,22.42
2024-05-17,22.74
2024-05-18,22.38
2024-05-19,21.93
2024-05-20,22.7
2024-05-21,22.67
2024-05-22,22.74
2024-05-23,22.82
2024-05-24,22.91
2024-05-25,23.05
2024-05-26,22.23
2024-05-27,23.09
2024-05-28,23.21
2024-05-29,23.03
2024-05-30,23.11
2024-05-31,23.08
2024-06-01,23.16
2024-06-02,22.54
2024-06-03,23.17
2024-06-04,23.37
2024-06-05,23.41
2024-06-06,23.49
2024-06-07,23.48
2024-06-08,23.05
2024-06-09,22.91
2024-06-10,23.7
2024-06-11,23.81
2024-06-12,23.92
2024-06-13,24.24
2024-06-14,24.32
2024-06-15,24.18
2024-06-16,23.91
2024-06-17,24.28
2024-06-18,24.92
2024-06-19,25.13
2024-06-20,25.14
2024-06-21,25.57
2024-06-22,25.66
2024-06-23,24.97
2024-06-24,25.7
2024-06-25,25.97
2024-06-26,26.18
2024-06-27,26.2
2024-06-28,26.41
2024-06-29,26.5
2024-06-30,26.21
2024-07-01,26.7
2024-07-02,26.99
2024-07-03,27.24
2024-07-04,27.48
2024-07-05,27.91
2024-07-06,28.14
2024-07-07,27.88
2024-07-08,28.26
2024-07-09,28.58
2024-07-10,28.88
2024-07-11,29.15
2024-07-12,29.19
2024-07-13,28.89
2024-07-14,29.15
2024-07-15,29.59
2024-07-16,29.25
2024-07-17,29.67
2024-07-18,29.74
2024-07-19,29.62
2024-07-20,29.69
2024-07-21,29.45
2024-07-22,29.92
2024-07-23,30.34
2024-07-24,30.47
2024-07-25,30.54
2024-07-26,30.6
2024-07-27,30.53
2024-07-28,29.95
2024-07-29,30.47
2024-07-30,30.46
2024-07-31,30.56
2024-08-01,30.5
2024-08-02,30.78
2024-08-03,30.02
2024-08-04,29.46
2024-08-05,30.44
2024-08-06,30.26
2024-08-07,30.22
2024-08-08,30.35
2024-08-09,30.47
2024-08-10,30.47
2024-08-11,30.47
2024-08-12,30.07
2024-08-13,30.06
2024-08-14,30.23
2024-08-15,29.74
2024-08-16,30.19
2024-08-17,30.32
2024-08-18,29.68
2024-08-19,30.91
2024-08-20,29.92
2024-08-21,30.3
2024-08-22,30.02
2024-08-23,30.09
2024-08-24,29.97
2024-08-25,29.14
2024-08-26,29.66
2024-08-27,29.98
2024-08-28,29.63
2024-08-29,30.05
2024-08-30,30.06
2024-08-31,29.7
2024-09-01,29.15
2024-09-02,29.93
2024-09-03,29.96
2024-09-04,29.82
2024-09-05,29.85
2024-09-06,29.6
2024-09-07,29.51
2024-09-08,28.88
2024-09-09,29.78
2024-09-10,29.65
2024-09-11,29.5
2024-09-12,29.48
2024-09-13,29.7
2024-09-14,28.96
2024-09-15,28.65
2024-09-16,29.51
2024-09-17,28.64
2024-09-18,29.45
2024-09-19,29.53
2024-09-20,29.72
2024-09-21,29.17
2024-09-22,29.05
2024-09-23,29.7
2024-09-24,29.64
2024-09-25,29.71
2024-09-26,29.63
2024-09-27,29.65
2024-09-28,29.5
2024-09-29,28.86
2024-09-30,29.69
2024-10-01,29.69
2024-10-02,29.27
2024-10-03,29.91
2024-10-04,29.83
2024-10-05,29.75
2024-10-06,29.27
2024-10-07,30.11
2024-10-08,30.2
2024-10-09,30.28
2024-10-10,30.43
2024-10-11,29.7
2024-10-12,29.55
2024-10-13,29.36
2024-10-14,30.35
2024-10-15,30.43
2024-10-16,30.57
2024-10-17,30.35
2024-10-18,30.33
2024-10-19,30.15
2024-10-20,29.47
2024-10-21,30.39
2024-10-22,30.49
2024-10-23,30.41
2024-10-24,30.4
2024-10-25,30.45
2024-10-26,30.12
2024-10-27,29.27
2024-10-28,30.26
2024-10-29,30.38
2024-10-30,30.42
2024-10-31,29.56
2024-11-01,30.51
2024-11-02,30.31
2024-11-03,29.66
2024-11-04,30.39
2024-11-05,30.45
2024-11-06,30.5
2024-11-07,30.5
2024-11-08,30.74
2024-11-09,30.41
2024-11-10,29.67
2024-11-11,30.72
2024-11-12,30.69
2024-11-13,30.75
2024-11-14,30.74
2024-11-15,30.96
2024-11-16,30.53
2024-11-17,29.76
2024-11-18,30.74
2024-11-19,30.68
2024-11-20,30.81
2024-11-21,30.74
2024-11-22,30.72
2024-11-23,30.45
2024-11-24,29.21
2024-11-25,30.7
2024-11-26,30.61
2024-11-27,30.71
2024-11-28,30.64
2024-11-29,30.79
2024-11-30,30.69
2024-12-01,29.81
2024-12-02,31.05
2024-12-03,31.21
2024-12-04,31.18
2024-12-05,31.1
2024-12-06,31.3
2024-12-07,31.28
2024-12-08,30.0
2024-12-09,31.2
2024-12-10,31.18
2024-12-11,31.04
2024-12-12,30.68
2024-12-13,30.5
2024-12-14,29.85
2024-12-15,29.12
2024-12-16,30.2
2024-12-17,30.07
2024-12-18,29.88
2024-12-19,29.59
2024-12-20,29.4
2024-12-21,29.14
2024-12-22,27.86
2024-12-23,29.0
2024-12-24,28.97
2024-12-25,27.25
2024-12-26,28.3
2024-12-27,28.34
2024-12-28,27.93
2024-12-29,26.53
2024-12-30,27.65
2024-12-31,27.4
2025-01-01,26.58
2025-01-02,26.85
2025-01-03,27.13
2025-01-04,26.66
2025-01-05,25.2
2025-01-06,26.75
2025-01-07,26.48
2025-01-08,26.33
2025-01-09,26.14
2025-01-10,25.72
2025-01-11,24.83
2025-01-12,23.5
2025-01-13,24.96
2025-01-14,23.91
2025-01-15,24.28
2025-01-16,24.22
2025-01-17,23.96
2025-01-18,24.06
2025-01-19,22.3
2025-01-20,24.0
2025-01-21,23.85
2025-01-22,23.63
2025-01-23,23.55
2025-01-24,23.43
2025-01-25,23.07
2025-01-26,21.58
2025-01-27,22.92
2025-01-28,22.47
